,tracklet_duration,set_id,video_1,video_2
120,123.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
121,1002.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
122,636.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
123,14.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
124,194.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
125,295.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
126,25.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
127,765.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
128,129.0,Set 2,20230313_SE_Lek1_P1D1_DJI_0294,20230313_SE_Lek1_P2D3_DJI_0310
0,4848.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
1,2374.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
2,1745.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
3,751.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
4,146.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
5,339.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
6,268.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
7,237.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
8,1065.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
9,115.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
10,755.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
11,57.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
12,129.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
13,1054.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
14,1798.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
15,354.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
16,1439.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
17,851.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
18,219.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
19,368.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
20,69.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
21,1211.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
22,715.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
23,34.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
24,414.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
25,1137.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
26,968.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
27,720.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
28,322.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
29,2036.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
30,385.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
31,2394.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
32,163.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
33,121.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
34,436.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
35,20.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
36,866.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
37,136.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
38,1483.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
39,1648.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
40,216.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
41,399.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
42,5798.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
43,99.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
44,156.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
45,412.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
46,1564.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
47,565.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
48,423.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
49,2524.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
50,167.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
51,35.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
52,84.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
53,1457.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
54,227.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
55,239.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
56,3294.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
57,262.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
58,679.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
59,181.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
60,246.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
61,1224.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
62,72.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
63,207.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
64,4941.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
65,82.0,Set 2,20230313_SE_Lek1_P2D3_DJI_0310,20230313_SE_Lek1_P3D5_DJI_0573
0,64.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
1,96.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
2,218.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
3,544.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
4,2192.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
5,82.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
6,738.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
7,127.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
8,445.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
9,4882.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
10,407.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
11,243.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
12,132.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
13,1029.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
14,221.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
15,503.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
16,1809.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
17,161.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
18,1080.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
19,1760.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
20,455.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
21,1265.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
22,150.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
23,415.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
24,829.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
25,448.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
26,701.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
27,101.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
28,204.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
29,532.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
30,1541.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
31,133.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
32,15.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
33,50.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
34,170.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
35,1153.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
36,4686.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
37,476.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
38,57.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
39,60.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
40,593.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
41,311.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
42,585.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
43,349.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
44,156.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
45,41.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
46,250.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
47,283.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
48,74.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
49,38.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
50,639.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
51,10.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
52,1185.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
53,738.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
54,118.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
55,111.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
56,234.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
57,600.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
58,127.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
59,176.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
60,5220.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
61,1093.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
62,84.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
63,416.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
64,314.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
65,667.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
66,928.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
67,358.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
68,3667.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
69,196.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
70,3024.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
71,382.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
72,115.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
73,851.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
74,1560.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
75,123.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
76,482.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
77,1206.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
78,754.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
79,903.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
80,2192.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
81,68.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
82,696.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
83,337.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
84,137.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
85,5220.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
86,853.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
87,132.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
88,61.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
89,116.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
90,161.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
91,1525.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
92,272.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
93,516.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
94,232.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
95,1592.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
96,556.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
97,626.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
98,406.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
99,401.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
100,145.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
101,404.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
102,231.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
103,25.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
104,775.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
105,243.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
106,76.0,Set 3,20230313_SE_Lek1_P1D2_DJI_0020,20230313_SE_Lek1_P2D4_DJI_0940
